Name,Markers
Train 42.WAV,"0.037, 0.918, 1, 1.184, 2.623, 2, 3.443, 4.835, 1, 4.997, 6.719, 2, 7.395, 8.579, 1, 8.874, 10.682, 2, 11.329, 12.548, 1, 12.797, 14.640, 2, 15.310, 16.454, 1, 16.743, 18.453, 2, 19.308, 20.770, 1, 21.584, 23.740, 2, 24.358, 25.698, 1, 26.311, 28.298, 2, 28.968, 30.441, 1, 30.898, 32.550, 2, 34.544, 36.231, 1, 36.629, 38.547, 2, 39.766, 41.147, 1, 41.419, 43.562, 2, 44.510, 45.584, 1, 45.943, 47.659, 2"
Train 43.WAV,"0.040, 1.545, 1, 1.854, 3.285, 2, 4.253, 5.489, 1, 6.017, 7.229, 2, 8.296, 9.405, 1, 9.931, 11.087, 2, 12.005, 13.161, 1, 13.559, 14.721, 2, 15.628, 16.801, 1, 17.234, 18.239, 2, 19.245, 20.337, 1, 20.781, 21.885, 2, 22.913, 23.792, 1, 24.346, 25.392, 2, 26.582, 27.414, 1, 27.905, 28.789, 2, 30.014, 30.886, 1, 31.320, 32.244, 2, 33.515, 34.468, 1, 34.873, 35.728, 2, 37.080, 38.039, 1, 38.478, 39.356, 2, 40.778, 41.742, 1, 42.158, 43.037, 2, 45.509, 46.520, 1, 47.098, 48.040, 2, 49.583, 51.593, 1, 52.437, 55.268, 2, 55.684, 56.919, 1, 58.080, 60.331, 2"
Train 44.WAV,"1.545, 3.411, 1, 4.029, 6.604, 2, 7.577, 9.466, 1, 10.095, 12.339, 2, 13.138, 14.143, 1, 14.779, 15.865, 2, 17.182, 18.008, 1, 18.540, 19.557, 2, 21.024, 22.070, 1, 22.630, 23.763, 2, 25.126, 26.224, 1, 26.819, 28.154, 2, 29.361, 30.563, 1, 31.308, 32.885, 2, 34.347, 35.480, 1, 36.519, 38.097, 2, 39.680, 40.604, 1, 41.303, 42.782, 2, 44.186, 45.111, 1, 45.856, 47.335, 2, 48.670, 49.542, 1, 50.207, 51.570, 2"
Train 45.WAV,"0.329, 1.409, 1, 2.241, 3.541, 2, 4.997, 6.170, 1, 7.926, 9.065, 2, 11.133, 12.537, 1, 13.756, 15.067, 2, 17.182, 18.378, 1, 19.395, 20.631, 2, 22.422, 23.566, 1, 24.496, 25.502, 2, 27.460, 30.609, 1, 33.036, 35.797, 2, 37.328, 38.825, 1, 39.466, 40.789, 2, 41.852, 43.395, 1, 43.955, 45.532, 2, 48.248, 49.687, 1, 51.039, 52.627, 2, 54.378, 55.539, 1, 56.348, 57.579, 2"
Train 46.wav,"0.548, 1.184, 1, 3.194, 3.980, 2, 6.522, 7.516, 1, 8.920, 10.272, 2, 12.381, 13.479, 1, 16.610, 17.875, 2, 19.314, 21.134, 1, 22.445, 23.705, 2, 30.205, 31.453, 1, 32.753, 33.827, 2, 35.555, 36.826, 1, 37.808, 38.877, 2, 40.460, 41.610, 1, 42.609, 43.66, 2, 45.325, 46.451, 1, 47.399, 48.248, 2, 53.974, 55.025, 1, 55.967, 56.920, 2"
Train 47.WAV,"0.725, 1.568, 1, 1.957, 3.021, 2, 3.640, 4.773, 1, 5.208, 6.467, 2, 7.545, 9.116, 1, 9.602, 11.272, 2, 11.982, 13.380, 1, 13.866, 15.304, 2, 16.107, 17.979, 1, 19.233, 20.903, 2, 22.185, 23.716, 1, 24.687, 26.097, 2, 26.865, 28.252, 1, 28.778, 30.176, 2, 30.794, 34.653, 1, 35.445, 39.414, 2, 40.864, 42.413, 1, 42.748, 43.967, 2, 45.192, 46.619, 1, 47.237, 48.271, 2"
Train 1_mono_16000.wav,"0.492, 1.187, 1, 1.988, 2.774, 2, 3.766, 4.318, 1, 5.113, 5.710, 2, 6.755, 7.369, 1, 7.851, 8.500, 2, 9.661, 10.188, 1, 10.62, 11.341, 2, 12.322, 12.854, 1, 13.305, 14.083, 2, 15.433, 16.007, 1, 16.907, 17.726, 2, 18.831, 19.445, 1, 20.592, 21.288, 2, 22.843, 23.457, 1, 24.153, 24.89, 2, 25.913, 26.487, 1, 27.183, 27.919, 2, 29.373, 29.762, 1, 30.314, 31.031, 2, 32.504, 33.18, 1, 33.937, 34.715, 2, 35.82, 36.23, 1, 37.089, 37.867, 2, 39.054, 39.628, 1, 40.17, 40.856, 2"
Train 2_mono_16000.wav,"[0.391, 1.712, 1, 2.125, 3.625, 2, 4.461, 5.107, 1, 5.722, 6.699, 2, 7.600, 8.276, 1, 8.771, 9.282, 2, 10.799, 11.460, 1, 11.700, 12.556, 2, 13.457, 14.058, 1, 14.250, 15.040, 2, 16.250, 17.125, 1, 17.500, 18.098, 2, 19.165, 20.125, 1, 20.336, 21.222, 2, 22.125, 22.844, 1, 23.085, 23.875, 2, 24.827, 25.578, 1, 25.833, 26.644, 2, 27.906, 28.642, 1, 29.125, 30.024, 2, 30.699, 31.270, 1, 31.781, 32.472, 2, 33.268, 34.125, 1, 34.469, 35.445, 2]"
Train 3_mono_16000.wav,"[0.694, 1.382, 1, 1.813, 2.603, 2, 3.638, 4.399, 1, 4.759, 5.500, 2, 6.521, 7.049, 1, 7.500, 8.457, 2, 9.719, 10.266, 1, 10.767, 11.401, 2, 12.235, 12.875, 1, 13.517, 13.964, 2, 14.898, 15.306, 1, 15.779, 16.240, 2, 17.108, 17.562, 1, 17.882, 18.596, 2, 19.491, 19.851, 1, 20.305, 20.886, 2, 21.894, 22.521, 1, 22.862, 23.369, 2, 24.187, 24.851, 1, 25.338, 26.079, 2]"
Train 4_mono_16000.wav,"[0.414, 1.201, 1, 1.642, 3.204, 2, 3.918, 4.773, 1, 5.513, 6.588, 2, 7.483, 8.103, 1, 8.851, 10.086, 2, 11.125, 11.813, 1, 12.382, 13.125, 2, 14.258, 14.965, 1, 16.026, 17.014, 2, 18.489, 19.137, 1, 19.784, 20.479, 2, 21.473, 21.980, 1, 22.675, 23.235, 2, 24.650, 25.312, 1, 25.839, 26.750, 2, 27.708, 28.322, 1, 29.016, 29.710, 2, 30.678, 31.250, 1, 31.766, 32.625, 2, 33.702, 34.015, 1, 34.616, 35.270, 2, 36.813, 37.426, 1, 37.680, 38.188, 2, 39.208, 39.883, 1, 40.116, 40.737, 2, 41.805, 42.313, 1, 42.659, 43.250, 2, 44.014, 44.662, 1, 45.063, 45.797, 2, 46.838, 47.545, 1, 48.019, 48.540, 2, 49.575, 50.355, 1, 50.616, 51.090, 2]"
Train 6_mono_16000.WAV,"0.113, 0.625, 1, 1.027, 1.782, 2, 2.357, 2.817, 1, 3.275, 4.046, 2, 4.749, 5.250, 1, 5.556, 6.293, 2, 7.030, 8.679, 1, 9.098, 10.220, 2"
Train 7_mono_16000.WAV,"0.827, 1.219, 1, 1.510, 2.241, 2, 3.296, 3.960, 1, 4.707, 5.418, 1, 6.491, 7.399, 1, 7.860, 8.657, 2, 9.530, 9.961, 1, 10.680, 11.463, 2, 12.182, 13.018, 1, 13.404, 14.186, 2"
Train 8_mono_16000.wav,"1.000, 1.677, 2, 2.000, 2.936, 1, 2.995, 3.755, 2"
Train 9_mono_16000.WAV,"[0.030, 1.556, 1, 1.801, 3.227, 2, 3.971, 5.026, 1, 5.404, 6.533, 2, 7.246, 8.351, 1, 8.802, 9.989, 2]"
